player_name,position,country,link,Team,dob,Number,Height,pid
Tyrick Mitchell,Defender,  England,http://www.premierleague.com/players/24334/Tyrick-Mitchell/overview,Crystal Palace,01/09/1999,39,,244723
Henrikh Mkhitaryan,Midfielder,  Armenia,http://www.premierleague.com/players/5102/Henrikh-Mkhitaryan/overview,Midfielder,21/01/1989,,177cm,57249
Jan Mlakar,Forward,  Slovenia,http://www.premierleague.com/players/21774/Jan-Mlakar/overview,Forward,23/10/1998,,183cm,207025
Mohamed Elneny,Midfielder,  Egypt,http://www.premierleague.com/players/5239/Mohamed-Elneny/overview,Midfielder,11/07/1992,,180cm,153256
Mohamed Elyounoussi,Midfielder,  Norway,http://www.premierleague.com/players/15967/Mohamed-Elyounoussi/overview,Midfielder,04/08/1994,,178cm,96787
Mohamed Salah,Forward,  Egypt,http://www.premierleague.com/players/5178/Mohamed-Salah/overview,Liverpool,15/06/1992,11,175cm,118748
Jayson Molumby,Midfielder,  Ireland,http://www.premierleague.com/players/15293/Jayson-Molumby/overview,Midfielder,06/08/1999,,,220738
Martín Montoya,Defender,  Spain,http://www.premierleague.com/players/4955/Martín-Montoya/overview,Brighton and Hove Albion,14/04/1991,22,175cm,86153
Elliott Moore,Defender,  England,http://www.premierleague.com/players/14698/Elliott-Moore/overview,Defender,16/03/1997,,,179596
Aaron Mooy,Midfielder,  Australia,http://www.premierleague.com/players/19619/Aaron-Mooy/overview,Brighton and Hove Albion,15/09/1990,18,174cm,74471
Álvaro Morata,Forward,  Spain,http://www.premierleague.com/players/5804/Álvaro-Morata/overview,Forward,23/10/1992,,190cm,88482
Marlos Moreno,Forward,  Colombia,http://www.premierleague.com/players/22543/Marlos-Moreno/overview,Forward,20/09/1996,,171cm,166507
Wes Morgan,Defender,  Jamaica,http://www.premierleague.com/players/8966/Wes-Morgan/overview,Leicester City,21/01/1984,5,186cm,15033
Carlton Morris,Forward,  England,http://www.premierleague.com/players/11008/Carlton-Morris/overview,Forward,16/12/1995,,185cm,156700
Ravel Morrison,Midfielder,  England,http://www.premierleague.com/players/4159/Ravel-Morrison/overview,Midfielder,02/02/1993,,175cm,90518
Victor Moses,Midfielder,  Nigeria,http://www.premierleague.com/players/3983/Victor-Moses/overview,Midfielder,12/12/1990,,177cm,49013
Mason Mount,Midfielder,  England,http://www.premierleague.com/players/14580/Mason-Mount/overview,Chelsea,10/01/1999,19,178cm,184341
Lys Mousset,Forward,  France,http://www.premierleague.com/players/19603/Lys-Mousset/overview,Sheffield United,08/02/1996,22,184cm,178304
Arijanet Muric,Goalkeeper,  Kosovo,http://www.premierleague.com/players/19911/Arijanet-Muric/overview,Goalkeeper,07/11/1998,,198cm,232917
Jacob Murphy,Midfielder,  England,http://www.premierleague.com/players/9662/Jacob-Murphy/overview,Midfielder,24/02/1995,,179cm,114243
Glenn Murray,Forward,  England,http://www.premierleague.com/players/4772/Glenn-Murray/overview,Brighton and Hove Albion,25/09/1983,17,183cm,20529
Admiral Muskwe,Forward,  Zimbabwe,http://www.premierleague.com/players/14715/Admiral-Muskwe/overview,Forward,21/08/1998,,183cm,174595
Shkodran Mustafi,Defender,  Germany,http://www.premierleague.com/players/3869/Shkodran-Mustafi/overview,Arsenal,17/04/1992,20,184cm,69140
Jordon Mutch,Midfielder,  England,http://www.premierleague.com/players/3333/Jordon-Mutch/overview,Midfielder,02/12/1991,,184cm,49438
Yoshinori Muto,Forward,  Japan,http://www.premierleague.com/players/20196/Yoshinori-Muto/overview,Newcastle United,15/07/1992,13,178cm,196118
Daniel N'Lundulu,Forward,  England,http://www.premierleague.com/players/15019/Daniel,Southampton,05/02/1999,40,,200088
Nacho Monreal,Defender,  Spain,http://www.premierleague.com/players/4472/Nacho-Monreal/overview,Defender,26/02/1986,,179cm,38411
Marvelous Nakamba,Midfielder,  Zimbabwe,http://www.premierleague.com/players/45351/Marvelous-Nakamba/overview,Aston Villa,19/01/1994,11,178cm,184704
Samir Nasri,Midfielder,  France,http://www.premierleague.com/players/3546/Samir-Nasri/overview,Midfielder,26/06/1987,,175cm,28554
Marc Navarro,Defender,  Spain,http://www.premierleague.com/players/22651/Marc-Navarro/overview,Defender,02/07/1995,,188cm,220166
Tanguy Ndombele,Midfielder,  France,http://www.premierleague.com/players/25329/Tanguy-Ndombele/overview,Tottenham Hotspur,28/12/1996,28,181cm,231372
Layton Ndukwu,Forward,  England,http://www.premierleague.com/players/14712/Layton-Ndukwu/overview,Forward,07/09/1998,,177cm,173804
Reiss Nelson,Forward,  England,http://www.premierleague.com/players/14450/Reiss-Nelson/overview,Arsenal,10/12/1999,24,175cm,200641
Nélson Oliveira,Forward,  Portugal,http://www.premierleague.com/players/5074/Nélson-Oliveira/overview,Forward,08/08/1991,,186cm,57114
Jeremy Ngakia,Defender,  England,http://www.premierleague.com/players/20064/Jeremy-Ngakia/overview,West Ham United,07/09/2000,52,,232391
Oumar Niasse,Forward,  Senegal,http://www.premierleague.com/players/13390/Oumar-Niasse/overview,Everton,18/04/1990,29,182cm,113688
Eddie Nketiah,Forward,  England,http://www.premierleague.com/players/14451/Eddie-Nketiah/overview,Arsenal,30/05/1999,30,175cm,205533
Georges-Kévin Nkoudou,Forward,  France,http://www.premierleague.com/players/15938/Georges-Kévin-Nkoudou/overview,Forward,13/02/1995,,174cm,168566
Felix Nmecha,Midfielder,  England,http://www.premierleague.com/players/19922/Felix-Nmecha/overview,Midfielder,10/10/2000,,,219265
Mark Noble,Midfielder,  England,http://www.premierleague.com/players/3014/Mark-Noble/overview,West Ham United,08/05/1987,16,180cm,18073
Rhys Norrington-Davies,Defender,  Wales,http://www.premierleague.com/players/32673/Rhys-Norrington-Davies/overview,Defender,22/04/1999,,181cm,443211
James Norris,Defender,  England,http://www.premierleague.com/players/51569/James-Norris/overview,Liverpool,04/04/2003,93,,432988
Oliver Norwood,Midfielder,  Northern Ireland,http://www.premierleague.com/players/3924/Oliver-Norwood/overview,Sheffield United,12/04/1991,16,180cm,79934
Ørjan Nyland,Goalkeeper,  Norway,http://www.premierleague.com/players/51416/Ørjan-Nyland/overview,Aston Villa,10/09/1990,25,192cm,98770
Jack O'Connell,Defender,  England,http://www.premierleague.com/players/9491/Jack,Sheffield United,29/03/1994,5,190cm,146610
Thomas O'Connor,Defender,  Ireland,http://www.premierleague.com/players/15009/Thomas,Defender,21/04/1999,,,214475
Aaron O'Driscoll,Defender,  Ireland,http://www.premierleague.com/players/14774/Aaron,Defender,04/04/1999,,,209688
Kieran O'Hara,Goalkeeper,  Ireland,http://www.premierleague.com/players/13584/Kieran,Goalkeeper,22/04/1996,,191cm,192182
Callum O'Hare,Midfielder,  England,http://www.premierleague.com/players/14490/Callum,Midfielder,01/05/1998,,175cm,184272
Warren O'Hora,Defender,  Ireland,http://www.premierleague.com/players/49367/Warren,Defender,19/04/1999,,,248719
Aiden O'Neill,Midfielder,  Australia,http://www.premierleague.com/players/20095/Aiden,Midfielder,04/07/1998,,178cm,234483
Michael Obafemi,Forward,  Ireland,http://www.premierleague.com/players/21532/Michael-Obafemi/overview,Southampton,06/07/2000,20,169cm,220598
Pedro Obiang,Midfielder,  Equatorial Guinea,http://www.premierleague.com/players/13871/Pedro-Obiang/overview,Midfielder,27/03/1992,,185cm,59779
Nnamdi Ofoborh,Midfielder,  Nigeria,http://www.premierleague.com/players/50463/Nnamdi-Ofoborh/overview,Midfielder,07/11/1999,,175cm,444181
Angelo Ogbonna,Defender,  Italy,http://www.premierleague.com/players/5514/Angelo-Ogbonna/overview,West Ham United,23/05/1988,21,191cm,40669
Stefano Okaka,Forward,  Italy,http://www.premierleague.com/players/3889/Stefano-Okaka/overview,Forward,09/08/1989,,186cm,20046
Shinji Okazaki,Forward,  Japan,http://www.premierleague.com/players/13494/Shinji-Okazaki/overview,Forward,16/04/1986,,174cm,78412
Ola Aina,Defender,  Nigeria,http://www.premierleague.com/players/10439/Ola-Aina/overview,Defender,08/10/1996,,184cm,159506
James Olayinka,Midfielder,  England,http://www.premierleague.com/players/19873/James-Olayinka/overview,Midfielder,05/10/2000,,,232234
Oludare Olufunwa,Defender,  England,http://www.premierleague.com/players/23873/Oludare-Olufunwa/overview,Defender,29/07/2001,,,215825
Josh Onomah,Midfielder,  England,http://www.premierleague.com/players/7490/Josh-Onomah/overview,Midfielder,27/04/1997,,185cm,168765
Henry Onyekuru,Forward,  Nigeria,http://www.premierleague.com/players/23615/Henry-Onyekuru/overview,Forward,05/06/1997,,175cm,229273
Divock Origi,Forward,  Belgium,http://www.premierleague.com/players/10465/Divock-Origi/overview,Liverpool,18/04/1995,27,185cm,152760
Ben Osborn,Midfielder,  England,http://www.premierleague.com/players/9266/Ben-Osborn/overview,Sheffield United,05/08/1994,23,176cm,167878
Jordi Osei-Tutu,Defender,  England,http://www.premierleague.com/players/14436/Jordi-Osei-Tutu/overview,Defender,02/10/1998,,176cm,209413
David Ospina,Goalkeeper,  Colombia,http://www.premierleague.com/players/10420/David-Ospina/overview,Goalkeeper,31/08/1988,,183cm,48844
Leo Ostigard,Defender,  Norway,http://www.premierleague.com/players/51436/Leo-Ostigard/overview,Defender,28/11/1999,,182cm,462026
Nicolás Otamendi,Defender,  Argentina,http://www.premierleague.com/players/6058/Nicolás-Otamendi/overview,Manchester City,12/02/1988,30,183cm,57410
Owen Otasowie,Midfielder,  United States,http://www.premierleague.com/players/23994/Owen-Otasowie/overview,Wolverhampton Wanderers,06/01/2001,54,183cm,250604
Ovie Ejaria,Midfielder,  England,http://www.premierleague.com/players/14753/Ovie-Ejaria/overview,Midfielder,18/11/1997,,183cm,154051
Aston Oxborough,Goalkeeper,  England,http://www.premierleague.com/players/14909/Aston-Oxborough/overview,Goalkeeper,09/05/1998,,,179365
Reece Oxford,Defender,  England,http://www.premierleague.com/players/10535/Reece-Oxford/overview,Defender,16/12/1998,,190cm,173792
Alex Oxlade-Chamberlain,Midfielder,  England,http://www.premierleague.com/players/4252/Alex-Oxlade-Chamberlain/overview,Liverpool,15/08/1993,,180cm,81880
Mesut Özil,Midfielder,  Germany,http://www.premierleague.com/players/4714/Mesut-Özil/overview,Arsenal,15/10/1988,10,180cm,37605
Kasey Palmer,Midfielder,  England,http://www.premierleague.com/players/13283/Kasey-Palmer/overview,Midfielder,09/11/1996,,175cm,160190
Erik Palmer-Brown,Defender,  United States,http://www.premierleague.com/players/16467/Erik-Palmer-Brown/overview,Defender,24/04/1997,,187cm,168301
Adam Parkes,Goalkeeper,  England,http://www.premierleague.com/players/14984/Adam-Parkes/overview,Watford,30/11/1999,47,,214463
David Parkhouse,Forward,  Northern Ireland,http://www.premierleague.com/players/51753/David-Parkhouse/overview,Forward,24/01/1999,,,199620
Troy Parrott,Forward,  Ireland,http://www.premierleague.com/players/43856/Troy-Parrott/overview,Tottenham Hotspur,04/02/2002,52,185cm,447235
Mario Pasalic,Midfielder,  Croatia,http://www.premierleague.com/players/10440/Mario-Pasalic/overview,Midfielder,09/02/1995,,189cm,164570
Felix Passlack,Defender,  Germany,http://www.premierleague.com/players/15560/Felix-Passlack/overview,Defender,29/05/1998,,170cm,204579
Alfie Payne,Midfielder,  England,http://www.premierleague.com/players/14924/Alfie-Payne/overview,Midfielder,07/10/1999,,,225798
Bailey Peacock-Farrell,Goalkeeper,  Northern Ireland,http://www.premierleague.com/players/13485/Bailey-Peacock-Farrell/overview,Burnley,29/10/1996,15,193cm,220037
Pedro,Forward,  Spain,http://www.premierleague.com/players/4972/Pedro,Chelsea,28/07/1987,11,169cm,49579
Pedro Neto,Forward,  Portugal,http://www.premierleague.com/players/21998/Pedro-Neto/overview,Wolverhampton Wanderers,09/03/2000,7,172cm,247632
Adalberto Peñaranda,Forward,  Venezuela,http://www.premierleague.com/players/13825/Adalberto-Peñaranda/overview,Forward,31/05/1997,,185cm,194401
Terell Pennant,Forward,  England,http://www.premierleague.com/players/51539/Terell-Pennant/overview,Forward,14/09/2002,,,244852
Matthew Pennington,Defender,  England,http://www.premierleague.com/players/9895/Matthew-Pennington/overview,Defender,06/10/1994,,185cm,114093
Nicolas Pépé,Forward,  Cote D'Ivoire,http://www.premierleague.com/players/50252/Nicolas-Pépé/overview,Arsenal,29/05/1995,19,183cm,195735
Pepe Reina,Goalkeeper,  Spain,http://www.premierleague.com/players/2911/Pepe-Reina/overview,Aston Villa,31/08/1982,29,188cm,8432
Roberto Pereyra,Midfielder,  Argentina,http://www.premierleague.com/players/11213/Roberto-Pereyra/overview,Watford,07/01/1991,37,182cm,61566
Ayoze Pérez,Forward,  Spain,http://www.premierleague.com/players/10487/Ayoze-Pérez/overview,Leicester City,29/07/1993,17,178cm,168580
Taylor Perry,Midfielder,  England,http://www.premierleague.com/players/20079/Taylor-Perry/overview,Wolverhampton Wanderers,15/07/2001,26,,232361
Nathaniel Phillips,Defender,  England,http://www.premierleague.com/players/14051/Nathaniel-Phillips/overview,Defender,21/03/1997,,190cm,197464
Jordan Pickford,Goalkeeper,  England,http://www.premierleague.com/players/4640/Jordan-Pickford/overview,Everton,07/03/1994,1,185cm,111234
Brandon Pierrick,Midfielder,  England,http://www.premierleague.com/players/53151/Brandon-Pierrick/overview,Crystal Palace,10/12/2001,40,,466955
Erik Pieters,Defender,  Netherlands,http://www.premierleague.com/players/4821/Erik-Pieters/overview,Burnley,07/08/1988,23,183cm,39487
Julio Pleguezuelo,Defender,  Spain,http://www.premierleague.com/players/14433/Julio-Pleguezuelo/overview,Defender,26/01/1997,,180cm,174308
Paul Pogba,Midfielder,  France,http://www.premierleague.com/players/3920/Paul-Pogba/overview,Manchester United,15/03/1993,6,191cm,74208
Nick Pope,Goalkeeper,  England,http://www.premierleague.com/players/10079/Nick-Pope/overview,Burnley,19/04/1992,1,191cm,98747
Pedro Porro,Defender,  Spain,http://www.premierleague.com/players/32229/Pedro-Porro/overview,Defender,13/09/1999,,176cm,441164
Pote,Midfielder,  Portugal,http://www.premierleague.com/players/24834/Pote,Midfielder,28/06/1998,,173cm,433145
Ian Carlo Poveda-Ocampo,Forward,  England,http://www.premierleague.com/players/19929/Ian-Carlo-Poveda-Ocampo/overview,Forward,09/02/2000,,,215460
Dennis Praet,Midfielder,  Belgium,http://www.premierleague.com/players/5860/Dennis-Praet/overview,Leicester City,14/05/1994,26,181cm,106837
Sebastian Prödl,Defender,  Austria,http://www.premierleague.com/players/13822/Sebastian-Prödl/overview,Defender,21/06/1987,,194cm,41945
Davy Pröpper,Midfielder,  Netherlands,http://www.premierleague.com/players/16790/Davy-Pröpper/overview,Brighton and Hove Albion,02/09/1991,24,185cm,66242
Marc Pugh,Midfielder,  England,http://www.premierleague.com/players/8049/Marc-Pugh/overview,Midfielder,02/04/1987,,180cm,20037
Arnau Puigmal Martínez,Midfielder,  Spain,http://www.premierleague.com/players/25464/Arnau-Puigmal-Martínez/overview,Manchester United,10/01/2001,47,173cm,248506
Teemu Pukki,Forward,  Finland,http://www.premierleague.com/players/5169/Teemu-Pukki/overview,Norwich City,29/03/1990,22,180cm,57127
Christian Pulisic,Midfielder,  United States,http://www.premierleague.com/players/15559/Christian-Pulisic/overview,Chelsea,18/09/1998,22,172cm,176413
Jason Puncheon,Midfielder,  England,http://www.premierleague.com/players/4084/Jason-Puncheon/overview,Midfielder,18/06/1986,,173cm,19197
Ignacio Pussetto,Midfielder,  Argentina,http://www.premierleague.com/players/50960/Ignacio-Pussetto/overview,Watford,21/12/1995,33,180cm,168290
Bojan Radulovic Samoukovic,Forward,  Serbia,http://www.premierleague.com/players/49193/Bojan-Radulovic-Samoukovic/overview,Forward,29/12/1999,,191cm,127571
Rafa Mir,Forward,  Spain,http://www.premierleague.com/players/16270/Rafa-Mir/overview,Forward,18/06/1997,,191cm,219929
Rafael Camacho,Midfielder,  Portugal,http://www.premierleague.com/players/23820/Rafael-Camacho/overview,Midfielder,22/05/2000,,175cm,217989
Sean Raggett,Defender,  England,http://www.premierleague.com/players/8616/Sean-Raggett/overview,Defender,17/04/1993,,181cm,91915
Largie Ramazani,Forward,  Belgium,http://www.premierleague.com/players/25267/Largie-Ramazani/overview,Manchester United,27/02/2001,59,,433952
Sandro Ramírez,Forward,  Spain,http://www.premierleague.com/players/11074/Sandro-Ramírez/overview,Forward,09/07/1995,,175cm,108438
Kayne Ramsay,Defender,  England,http://www.premierleague.com/players/24001/Kayne-Ramsay/overview,Defender,10/10/2000,,,232797
Aaron Ramsdale,Goalkeeper,  England,http://www.premierleague.com/players/13703/Aaron-Ramsdale/overview,AFC Bournemouth,14/05/1998,12,188cm,225321
Aaron Ramsey,Midfielder,  Wales,http://www.premierleague.com/players/3548/Aaron-Ramsey/overview,Midfielder,26/12/1990,,178cm,41792
Darren Randolph,Goalkeeper,  Ireland,http://www.premierleague.com/players/2216/Darren-Randolph/overview,West Ham United,12/05/1987,35,188cm,32259
Marcus Rashford,Forward,  England,http://www.premierleague.com/players/13565/Marcus-Rashford/overview,Manchester United,31/10/1997,10,180cm,176297
Nathan Redmond,Midfielder,  England,http://www.premierleague.com/players/3811/Nathan-Redmond/overview,Southampton,06/03/1994,,173cm,83283
Harrison Reed,Midfielder,  England,http://www.premierleague.com/players/4818/Harrison-Reed/overview,Midfielder,27/01/1995,,181cm,153366
Winston Reid,Defender,  New Zealand,http://www.premierleague.com/players/4209/Winston-Reid/overview,West Ham United,03/07/1988,2,190cm,48717
Panagiotis Retsos,Defender,  Greece,http://www.premierleague.com/players/16003/Panagiotis-Retsos/overview,Sheffield United,09/08/1998,,186cm,222786
Dominic Revan,Defender,  England,http://www.premierleague.com/players/14477/Dominic-Revan/overview,Defender,19/09/2000,,,226021
Jordan Rhodes,Forward,  Scotland,http://www.premierleague.com/players/7990/Jordan-Rhodes/overview,Forward,05/02/1990,,185cm,20047
Ricardo Pereira,Defender,  Portugal,http://www.premierleague.com/players/5343/Ricardo-Pereira/overview,Leicester City,06/10/1993,21,175cm,111931
Declan Rice,Defender,  England,http://www.premierleague.com/players/15202/Declan-Rice/overview,West Ham United,14/01/1999,,185cm,204480
Taylor Richards,Midfielder,  England,http://www.premierleague.com/players/19928/Taylor-Richards/overview,Brighton and Hove Albion,04/12/2000,,,209045
Lewis Richardson,Midfielder,  England,http://www.premierleague.com/players/67198/Lewis-Richardson/overview,Burnley,07/02/2003,38,,461096
Richarlison,Forward,  Brazil,http://www.premierleague.com/players/24630/Richarlison,Everton,10/05/1997,7,179cm,212319
Diego Rico,Defender,  Spain,http://www.premierleague.com/players/26076/Diego-Rico/overview,AFC Bournemouth,23/02/1993,21,183cm,171129
Jairo Riedewald,Defender,  Netherlands,http://www.premierleague.com/players/4878/Jairo-Riedewald/overview,Crystal Palace,09/09/1996,44,182cm,173954
Matt Ritchie,Midfielder,  Scotland,http://www.premierleague.com/players/3934/Matt-Ritchie/overview,Newcastle United,10/09/1989,11,172cm,56983
Roberto Firmino,Forward,  Brazil,http://www.premierleague.com/players/13511/Roberto-Firmino/overview,Liverpool,02/10/1991,9,181cm,92217
Haydon Roberts,Defender,  England,http://www.premierleague.com/players/24809/Haydon-Roberts/overview,Brighton and Hove Albion,10/05/2002,58,,433589
Andrew Robertson,Defender,  Scotland,http://www.premierleague.com/players/10458/Andrew-Robertson/overview,Liverpool,11/03/1994,26,178cm,122798
Callum Robinson,Forward,  Ireland,http://www.premierleague.com/players/4725/Callum-Robinson/overview,Forward,02/02/1995,,178cm,171975
Roderick Miranda,Defender,  Portugal,http://www.premierleague.com/players/5044/Roderick-Miranda/overview,Defender,30/03/1991,,191cm,67184
Rodrigo,Midfielder,  Spain,http://www.premierleague.com/players/16286/Rodrigo,Manchester City,22/06/1996,16,191cm,220566
Jay Rodriguez,Forward,  England,http://www.premierleague.com/players/3851/Jay-Rodriguez/overview,Burnley,29/07/1989,19,185cm,44683
Jack Rodwell,Midfielder,  England,http://www.premierleague.com/players/3389/Jack-Rodwell/overview,Sheffield United,11/03/1991,41,188cm,49384
Marcos Rojo,Defender,  Argentina,http://www.premierleague.com/players/10472/Marcos-Rojo/overview,Defender,20/03/1990,,187cm,58893
Jack Roles,Midfielder,  Cyprus,http://www.premierleague.com/players/15135/Jack-Roles/overview,Midfielder,26/02/1999,,,209690
Sergio Romero,Goalkeeper,  Argentina,http://www.premierleague.com/players/13555/Sergio-Romero/overview,Manchester United,22/02/1987,22,192cm,42899
Oriol Romeu,Midfielder,  Spain,http://www.premierleague.com/players/4286/Oriol-Romeu/overview,Southampton,24/09/1991,,183cm,78056
Salomón Rondón,Forward,  Venezuela,http://www.premierleague.com/players/6030/Salomón-Rondón/overview,Forward,16/09/1989,,186cm,57134
Danny Rose,Defender,  England,http://www.premierleague.com/players/3507/Danny-Rose/overview,Newcastle United,02/07/1990,,173cm,38290
Rúben Neves,Midfielder,  Portugal,http://www.premierleague.com/players/11180/Rúben-Neves/overview,Wolverhampton Wanderers,13/03/1997,8,180cm,171317
Rúben Vinagre,Defender,  Portugal,http://www.premierleague.com/players/20171/Rúben-Vinagre/overview,Wolverhampton Wanderers,09/04/1999,29,174cm,216054
John Ruddy,Goalkeeper,  England,http://www.premierleague.com/players/2896/John-Ruddy/overview,Wolverhampton Wanderers,24/10/1986,21,193cm,19236
Antonio Rüdiger,Defender,  Germany,http://www.premierleague.com/players/16801/Antonio-Rüdiger/overview,Chelsea,03/03/1993,2,190cm,102380
Rui Patrício,Goalkeeper,  Portugal,http://www.premierleague.com/players/11341/Rui-Patrício/overview,Wolverhampton Wanderers,15/02/1988,11,190cm,38533
Lukas Rupp,Midfielder,  Germany,http://www.premierleague.com/players/25203/Lukas-Rupp/overview,Norwich City,08/01/1991,7,178cm,76306
Will Russ,Forward,  Wales,http://www.premierleague.com/players/53176/Will-Russ/overview,Forward,08/11/2002,,,465320
Mat Ryan,Goalkeeper,  Australia,http://www.premierleague.com/players/12192/Mat-Ryan/overview,Brighton and Hove Albion,08/04/1992,1,184cm,131897
Ryan Sessegnon,Midfielder,  England,http://www.premierleague.com/players/14656/Ryan-Sessegnon/overview,Tottenham Hotspur,18/05/2000,19,178cm,184349
Allan Saint-Maximin,Forward,  France,http://www.premierleague.com/players/12817/Allan-Saint-Maximin/overview,Newcastle United,12/03/1997,10,173cm,170137
Romain Saïss,Midfielder,  Morocco,http://www.premierleague.com/players/20745/Romain-Saïss/overview,Wolverhampton Wanderers,26/03/1990,27,190cm,107613
Henri Saivet,Midfielder,  Senegal,http://www.premierleague.com/players/6251/Henri-Saivet/overview,Midfielder,26/10/1990,,174cm,43521
Bukayo Saka,Forward,  England,http://www.premierleague.com/players/49481/Bukayo-Saka/overview,Arsenal,05/09/2001,77,178cm,223340
Mamadou Sakho,Defender,  France,http://www.premierleague.com/players/4796/Mamadou-Sakho/overview,Crystal Palace,13/02/1990,12,187cm,40784
Bakary Sako,Midfielder,  Mali,http://www.premierleague.com/players/10004/Bakary-Sako/overview,Midfielder,26/04/1988,,183cm,44343
William Saliba,Defender,  France,http://www.premierleague.com/players/66204/William-Saliba/overview,Defender,24/03/2001,,192cm,462424
Mbwana Samatta,Forward,  Tanzania,http://www.premierleague.com/players/20490/Mbwana-Samatta/overview,Aston Villa,23/12/1992,,183cm,217487
Austin Samuels,Forward,  England,http://www.premierleague.com/players/15257/Austin-Samuels/overview,Forward,20/11/2000,,,215461
Robert Sánchez,Goalkeeper,  Spain,http://www.premierleague.com/players/14538/Robert-Sánchez/overview,Goalkeeper,18/11/1997,,197cm,215059
Max Sanders,Midfielder,  England,http://www.premierleague.com/players/14554/Max-Sanders/overview,Midfielder,04/01/1999,,,215062
Dion Sanderson,Defender,  England,http://www.premierleague.com/players/15218/Dion-Sanderson/overview,Defender,15/12/1999,,,225000
Philippe Sandler,Defender,  Netherlands,http://www.premierleague.com/players/33238/Philippe-Sandler/overview,Defender,10/02/1997,,188cm,230428
Leroy Sané,Forward,  Germany,http://www.premierleague.com/players/5384/Leroy-Sané/overview,Manchester City,11/01/1996,19,183cm,182156
Matija Sarkic,Goalkeeper,  Montenegro,http://www.premierleague.com/players/14463/Matija-Sarkic/overview,Aston Villa,23/07/1997,33,195cm,216208
Ismaila Sarr,Forward,  Senegal,http://www.premierleague.com/players/49796/Ismaila-Sarr/overview,Watford,25/02/1998,23,185cm,232185
Christian Saydee,Midfielder,  England,http://www.premierleague.com/players/70150/Christian-Saydee/overview,AFC Bournemouth,10/05/2002,65,,461017
Fabian Schär,Defender,  Switzerland,http://www.premierleague.com/players/5220/Fabian-Schär/overview,Newcastle United,20/12/1991,5,188cm,119471
Ezequiel Schelotto,Defender,  Italy,http://www.premierleague.com/players/16234/Ezequiel-Schelotto/overview,Brighton and Hove Albion,23/05/1989,21,187cm,74375
Jeffrey Schlupp,Defender,  Ghana,http://www.premierleague.com/players/8980/Jeffrey-Schlupp/overview,Crystal Palace,23/12/1992,15,178cm,86417
Kasper Schmeichel,Goalkeeper,  Denmark,http://www.premierleague.com/players/2508/Kasper-Schmeichel/overview,Leicester City,05/11/1986,1,189cm,17745
Morgan Schneiderlin,Midfielder,  France,http://www.premierleague.com/players/4615/Morgan-Schneiderlin/overview,Everton,08/11/1989,18,181cm,42774
Sean Longstaff,Midfielder,  England,http://www.premierleague.com/players/14897/Sean-Longstaff/overview,Newcastle United,30/10/1997,36,180cm,180135
Ken Sema,Midfielder,  Sweden,http://www.premierleague.com/players/25089/Ken-Sema/overview,Midfielder,30/09/1993,,180cm,157775
Joel Senior,Defender,  England,http://www.premierleague.com/players/65981/Joel-Senior/overview,Burnley,,,,432734
Meritan Shabani,Midfielder,  Germany,http://www.premierleague.com/players/19844/Meritan-Shabani/overview,Wolverhampton Wanderers,15/03/1999,57,185cm,225368
Xherdan Shaqiri,Forward,  Switzerland,http://www.premierleague.com/players/5267/Xherdan-Shaqiri/overview,Liverpool,10/10/1991,23,169cm,68312
Billy Sharp,Forward,  England,http://www.premierleague.com/players/4626/Billy-Sharp/overview,Sheffield United,05/02/1986,10,175cm,18867
Luke Shaw,Defender,  England,http://www.premierleague.com/players/4608/Luke-Shaw/overview,Manchester United,12/07/1995,23,185cm,106760
Jonjo Shelvey,Midfielder,  England,http://www.premierleague.com/players/4135/Jonjo-Shelvey/overview,Newcastle United,27/02/1992,8,184cm,50232
Sam Sherring,Defender,  England,http://www.premierleague.com/players/50462/Sam-Sherring/overview,Defender,08/05/2000,,,448519
Sheyi Ojo,Midfielder,  England,http://www.premierleague.com/players/10543/Sheyi-Ojo/overview,Midfielder,19/06/1997,,177cm,141921
Djibril Sidibé,Defender,  France,http://www.premierleague.com/players/12576/Djibril-Sidibé/overview,Everton,29/07/1992,19,182cm,102747
Gylfi Sigurdsson,Midfielder,  Iceland,http://www.premierleague.com/players/4421/Gylfi-Sigurdsson/overview,Everton,08/09/1989,10,186cm,55422
Jack Simpson,Defender,  England,http://www.premierleague.com/players/13193/Jack-Simpson/overview,AFC Bournemouth,18/12/1996,25,178cm,222434
Josh Sims,Midfielder,  England,http://www.premierleague.com/players/15374/Josh-Sims/overview,Midfielder,28/03/1997,,174cm,153379
Jerome Sinclair,Forward,  England,http://www.premierleague.com/players/4529/Jerome-Sinclair/overview,Forward,20/09/1996,,173cm,133801
Moussa Sissoko,Midfielder,  France,http://www.premierleague.com/players/4549/Moussa-Sissoko/overview,Tottenham Hotspur,16/08/1989,17,187cm,45268
Melvin Sitti,Midfielder,  France,http://www.premierleague.com/players/74743/Melvin-Sitti/overview,Midfielder,14/02/2000,,182cm,488548
Oliver Skipp,Midfielder,  England,http://www.premierleague.com/players/21413/Oliver-Skipp/overview,Tottenham Hotspur,16/09/2000,29,175cm,209042
Callum Slattery,Midfielder,  England,http://www.premierleague.com/players/15002/Callum-Slattery/overview,Midfielder,08/02/1999,,175cm,193109
Islam Slimani,Forward,  Algeria,http://www.premierleague.com/players/11364/Islam-Slimani/overview,Forward,18/06/1988,,188cm,149828
